2005,12,44516464
2006,1,48006523
2006,2,46033473
2006,3,40977259
2006,4,30133356
2006,5,18547156
2006,6,8406152
2006,7,3484955
2006,8,2587056
2006,9,4443901
2006,10,20354807
2006,11,34213562
2006,12,42274306
2007,1,45365619
2007,2,45295308
2007,3,39418587
2007,4,28324244
2007,5,17302117
2007,6,8377422
2007,7,3000064
2007,8,2345819
2007,9,4298819
2007,10,16204278
2007,11,33218580
2007,12,44589422
2008,1,50275400
2008,2,47412530
2008,3,37853426
2008,4,29293541
2008,5,17460010
2008,6,6688057
2008,7,2485836
2008,8,2574690
2008,9,5318258
2008,10,16629579
2008,11,32528552
2008,12,43988300
2009,1,47601480
2009,2,44928653
2009,3,39713994
2009,4,29524924
2009,5,18223937
2009,6,7126072
2009,7,2673031
2009,8,2323542
2009,9,4322548
2009,10,21010794
2009,11,34774217
2009,12,46452083
2010,1,48836749
2010,2,49046518
2010,3,41139173
2010,4,28639365
2010,5,15377217
2010,6,6018675
2010,7,2509554
2010,8,2359174
2010,9,5406257
2010,10,18970088
2010,11,34406125
2010,12,46474799
2011,1,49103823
2011,2,48084914
2011,3,42626340
2011,4,29929541
2011,5,16796016
2011,6,6045325
2011,7,2467234
2011,8,2241236
2011,9,5205906
2011,10,17341420
2011,11,36931644
2011,12,43299145
2012,1,47469920
2012,2,48331249
2012,3,40740745
2012,4,28267649
2012,5,16136096
2012,6,4921652
2012,7,2325009
2012,8,2315425
2012,9,4312972
2012,10,20137612
2012,11,36535258
2012,12,46846123
2013,1,49215341
2013,2,46997753
2013,3,41677311
2013,4,32589547
2013,5,16281543
2013,6,6013748
2013,7,3017773
2013,8,2877020
2013,9,6492084
2013,10,21008520
2013,11,34764635
